Drugbank_ID,SMILES
DB00289,CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2
DB00290,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O
DB00291,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl
DB00292,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2
DB00294,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
DB00295,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O
DB00296,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C
DB00297,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C
DB00302,C1CC(CCC1CN)C(=O)O
DB00303,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
DB00304,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CCCCC34
DB00305,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N
DB00307,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C
DB00308,CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
DB00310,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O
DB00312,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC
DB00313,CCCC(CCC)C(=O)O
DB00314,CC1C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)NC(C(=O)NCC(C(=O)N1)N)C2CCN=C(N2)N)CNC(=O)CC(CCCN)N.C1CN=C(NC1C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CNC(=O)CC(CCCN)N)CO)N)N
DB00315,CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3
DB00316,CC(=O)NC1=CC=C(C=C1)O
DB00317,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
DB00318,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
DB00319,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
DB00320,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C
DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
DB00322,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O
DB00323,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-]
DB00324,CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O
DB00325,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.[Fe+6]
DB00326,C(C(C(C(C(C(C(=O)[O-])O)O)O)O)O)O.C(C(C(C(C(C(C(=O)[O-])O)O)O)O)O)O.[Ca+2]
DB00327,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4
DB00328,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O
DB00330,CCC(CO)NCCNC(CC)CO
DB00331,CN(C)C(=N)N=C(N)N
DB00332,CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C
DB00333,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
DB00334,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C
DB00335,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
DB00337,CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)Cl)C)O)C)OC)OC)C)C
DB00338,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
DB00339,C1=CN=C(C=N1)C(=O)N
DB00341,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
DB00342,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O
DB00343,CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC
DB00344,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13
DB00346,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC
DB00347,CC1(C(=O)N(C(=O)O1)C)C
DB00348,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-]
DB00349,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
DB00350,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O
DB00351,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C
DB00352,C1=NC2=C(N1)C(=S)N=C(N2)N
DB00353,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
DB00355,CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N
DB00356,C1=CC2=C(C=C1Cl)NC(=O)O2
DB00357,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N
DB00358,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O
DB00359,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
DB00360,CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O
DB00361,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC
DB00362,CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC=C(C=C7)O)O)O)C(C)O)C)O)O)O
DB00363,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42
DB00364,C(C1C(C(C(C(O1)OC2(C(C(C(O2)COS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])COS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al])OS(=O)(=O)O[Al].O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.[Al]
DB00365,CC1CN(CCN1)C2=C(C(=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)C)F
DB00366,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C
DB00367,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
DB00368,C1=CC(=C(C=C1C(CN)O)O)O
DB00369,C1=CN(C(=O)N=C1N)CC(CO)OCP(=O)(O)O
DB00370,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
DB00371,CCCC(C)(COC(=O)N)COC(=O)N
DB00372,CCSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C
DB00373,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O
DB00374,CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O
DB00375,C1C(O1)CCl.C(CNCCNCCNCCN)N
DB00376,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O
DB00377,C1CC2CN(C(=O)C3=CC=CC(=C23)C1)C4CN5CCC4CC5
DB00379,CC1=C(C(=CC=C1)C)OCC(C)N
DB00380,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2
DB00381,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN
DB00382,C1CCC2=NC3=CC=CC=C3C(=C2C1)N
DB00384,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N
DB00385,CCCCC(=O)OCC(=O)C1(CC(C2=C(C1)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4OC)O)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O
DB00387,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O
DB00388,CNCC(C1=CC(=CC=C1)O)O
DB00390,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
DB00393,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC
DB00394,CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)Cl)O)C)C)OC(=O)CC
DB00395,CCCC(C)(COC(=O)N)COC(=O)NC(C)C
DB00396,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
DB00397,CC(C(C1=CC=CC=C1)O)N
DB00398,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
DB00399,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O
DB00400,CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
DB00401,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
DB00402,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl
DB00404,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4
DB00405,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2
DB00407,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O
DB00408,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
DB00411,C[N+](C)(C)CCOC(=O)N
DB00412,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3
DB00413,CCCNC1CCC2=C(C1)SC(=N2)N
DB00414,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2
DB00415,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
DB00417,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C
DB00418,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C
DB00420,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31
DB00421,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C
DB00422,COC(=O)C(C1CCCCN1)C2=CC=CC=C2
DB00423,COC1=CC=CC=C1OCC(COC(=O)N)O
DB00424,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
DB00425,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C
DB00426,CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C
DB00427,CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC=N3
DB00428,CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O
DB00431,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl
DB00432,C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O
DB00433,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
DB00434,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1
DB00435,[N]=O
DB00436,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2
DB00437,C1=NNC2=C1C(=O)NC=N2
DB00438,CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-]
DB00439,CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)C=CC(CC(CC(=O)O)O)O
DB00440,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
DB00441,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F
DB00442,C=C1C(CC(C1CO)O)N2C=NC3=C2N=C(NC3=O)N
DB00443,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C
DB00444,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O
DB00445,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O
DB00446,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
DB00447,C1CC(=C(N2C1C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl
DB00448,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
DB00449,CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C
DB00450,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F
DB00451,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N
DB00454,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2
DB00455,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
DB00456,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O
DB00457,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC
DB00458,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31
DB00459,CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC
DB00460,CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5C6(C(C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)OC)C(=C3C)CCC(=O)O)C=C.CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5C6(C(C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)O)C(=C3C)CCC(=O)OC)C=C
DB00461,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC
DB00465,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O
DB00467,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
DB00468,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
DB00470,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O
DB00471,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O
DB00472,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
DB00474,CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C
DB00475,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O
DB00476,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32
DB00477,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
DB00478,CC(C12CC3CC(C1)CC(C3)C2)N
DB00479,C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N
DB00480,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N
DB00481,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
DB00482,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F
DB00484,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br
DB00485,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
DB00486,CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O
DB00488,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
DB00489,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
DB00490,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4
DB00491,C1C(C(C(C(N1CCO)CO)O)O)O
DB00492,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)O)C3CCCCC3
DB00493,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O
DB00494,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N
DB00495,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-]
DB00496,C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5
DB00497,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
DB00499,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
DB00500,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O
DB00501,CC1=C(N=CN1)CSCCNC(=NC)NC#N
DB00502,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
DB00503,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O
DB00507,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-]
DB00508,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F
DB00509,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@H](C(=O)O)N
DB00512,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O
DB00513,C(CCC(=O)O)CCN
DB00514,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC
DB00515,N.N.Cl[Pt]Cl
DB00518,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
DB00519,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O
DB00520,CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(C(NC(=O)C2C(CCN2C(=O)C(NC(=O)C(NC(=O)C3CC(CN3C(=O)C(NC1=O)C(C)O)O)C(C(C4=CC=C(C=C4)O)O)O)C(CCN)O)O)NCCN)O
DB00521,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O
DB00523,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
DB00524,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl
DB00526,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2]
DB00527,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC
DB00529,C(=O)(O)P(=O)(O)O
DB00530,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC
DB00531,C1CNP(=O)(OC1)N(CCCl)CCCl
DB00532,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2
DB00533,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3
DB00535,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O
DB00536,C(=N)(N)N
DB00537,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
DB00538,COCCNC(=O)CN(CCN(CCN(CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3]
DB00539,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3
DB00540,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
DB00541,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
DB00542,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O
DB00543,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
DB00544,C1=C(C(=O)NC(=O)N1)F
DB00545,C[N+]1=CC=CC(=C1)OC(=O)N(C)C
DB00547,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C
DB00548,C(CCCC(=O)O)CCCC(=O)O
DB00549,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC
DB00550,CCCC1=CC(=O)NC(=S)N1
DB00551,CC(=O)NO
DB00552,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O
DB00553,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
DB00554,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3
DB00555,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N
DB00556,C(C(F)(F)F)(C(F)(F)F)(F)F
DB00557,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
DB00558,CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)N=C(N)N
DB00559,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC
DB00560,CC(C)(C)NCC(=O)NC1=CC(=C2CC3CC4C(C(=O)C(=C(C4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C
DB00561,CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4
DB00562,C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N
DB00563,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
DB00564,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N
DB00565,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C
DB00567,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O
DB00569,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](O2)C(=O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COS(=O)(=O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)O)O)O)NS(=O)(=O)O)O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O)NS(=O)(=O)O
DB00570,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
DB00571,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
DB00572,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
DB00573,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O
DB00574,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F
DB00575,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl
DB00576,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N
DB00577,CC(C)C(C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N
DB00578,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C
DB00579,C1CN2C(=N1)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)O
DB00580,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N
DB00581,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O
DB00582,CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O
DB00583,C[N+](C)(C)CC(CC(=O)[O-])O
DB00584,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O
DB00585,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C
DB00586,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl
DB00590,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC
DB00592,C1CNCCN1
DB00593,CCC1(CC(=O)NC1=O)C
DB00594,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N
